datetime,open,high,low,close
2018-11-01 07:39:55,3151.0,3151.0,3151.0,3151.0
2018-11-01 09:42:47,3199.0,3199.0,3199.0,3199.0
2018-11-01 09:45:01,3196.2,3196.2,3188.6,3191.6
2018-11-01 09:46:00,3191.4,3194.6,3189.2,3189.2
2018-11-01 09:47:00,3189.8,3191.2,3186.4,3186.4
2018-11-01 09:48:00,3185.8,3192.0,3185.8,3192.0
2018-11-01 09:49:00,3192.2,3193.0,3190.4,3191.0
2018-11-01 09:50:00,3191.0,3191.8,3186.2,3186.6
2018-11-01 09:51:01,3186.2,3187.8,3184.6,3186.8
2018-11-01 09:52:00,3185.6,3192.2,3185.4,3191.8
2018-11-01 09:53:00,3192.2,3195.6,3190.8,3192.0
2018-11-01 09:54:00,3191.2,3196.8,3191.2,3195.0
2018-11-01 09:55:00,3195.0,3196.6,3192.8,3196.6
2018-11-01 09:56:00,3197.2,3203.0,3197.2,3203.0
2018-11-01 09:57:00,3203.0,3204.2,3201.8,3202.4
2018-11-01 09:58:00,3202.6,3205.4,3202.0,3203.6
2018-11-01 09:59:00,3204.0,3204.2,3200.4,3200.6
2018-11-01 10:00:00,3200.8,3204.8,3200.2,3204.8
2018-11-01 10:01:00,3204.0,3204.0,3197.0,3199.6
2018-11-01 10:02:00,3199.6,3207.0,3198.8,3205.4
2018-11-01 10:03:00,3205.4,3206.0,3198.4,3200.2
2018-11-01 10:04:00,3199.8,3201.6,3198.4,3200.6
2018-11-01 10:05:00,3199.4,3201.6,3198.6,3199.2
2018-11-01 10:06:00,3199.2,3204.4,3199.2,3203.0
2018-11-01 10:07:00,3203.2,3203.4,3192.4,3192.8
2018-11-01 10:08:00,3192.8,3193.8,3190.2,3193.4
2018-11-01 10:09:00,3192.2,3194.0,3191.4,3192.6
2018-11-01 10:10:00,3193.8,3195.4,3192.8,3193.2
2018-11-01 10:11:00,3193.2,3195.4,3189.0,3190.4
2018-11-01 10:12:00,3190.0,3193.0,3189.4,3191.8
2018-11-01 10:13:00,3191.8,3194.2,3191.6,3193.0
2018-11-01 10:14:00,3193.2,3193.4,3188.8,3190.6
2018-11-01 10:15:00,3191.8,3197.6,3191.8,3196.2
2018-11-01 10:16:00,3197.4,3210.2,3196.6,3210.2
2018-11-01 10:17:00,3210.2,3218.0,3209.8,3215.6
2018-11-01 10:18:01,3215.6,3220.0,3214.0,3220.0
2018-11-01 10:19:00,3220.0,3222.4,3213.8,3216.6
2018-11-01 10:20:00,3217.4,3221.6,3216.8,3217.8
2018-11-01 10:21:00,3218.6,3221.6,3218.0,3219.0
2018-11-01 10:22:00,3218.6,3224.2,3218.6,3221.4
2018-11-01 10:23:01,3221.0,3221.0,3215.0,3216.2
2018-11-01 10:24:00,3216.2,3220.2,3214.2,3216.2
2018-11-01 10:25:00,3217.0,3225.0,3217.0,3224.0
2018-11-01 10:26:00,3224.0,3225.8,3220.0,3222.6
2018-11-01 10:27:00,3222.6,3224.2,3220.0,3224.2
2018-11-01 10:28:00,3224.4,3226.0,3221.8,3226.0
2018-11-01 10:29:00,3226.0,3226.6,3218.0,3218.8
2018-11-01 10:30:00,3218.4,3220.6,3218.4,3220.4
2018-11-01 10:31:00,3219.6,3220.2,3216.0,3219.8
2018-11-01 10:32:00,3219.8,3220.2,3216.6,3216.6
2018-11-01 10:33:00,3216.6,3220.4,3216.2,3220.4
2018-11-01 10:34:00,3219.4,3221.2,3215.6,3218.2
2018-11-01 10:35:00,3218.2,3223.8,3215.4,3215.6
2018-11-01 10:36:00,3215.4,3217.4,3208.0,3210.4
2018-11-01 10:37:00,3211.0,3211.8,3209.8,3211.0
2018-11-01 10:38:00,3211.0,3211.6,3206.8,3210.4
2018-11-01 10:39:00,3209.2,3212.8,3209.2,3211.8
2018-11-01 10:40:00,3211.0,3214.8,3210.2,3213.6
2018-11-01 10:41:00,3212.8,3213.6,3210.6,3211.2
2018-11-01 10:42:00,3211.2,3216.2,3211.2,3216.0
2018-11-01 10:43:00,3216.2,3216.6,3214.0,3214.8
2018-11-01 10:44:00,3214.8,3216.4,3212.2,3215.0
2018-11-01 10:45:00,3215.0,3217.0,3213.8,3216.4
2018-11-01 10:46:01,3217.2,3223.8,3216.8,3221.4
2018-11-01 10:47:00,3221.2,3221.6,3216.4,3220.8
2018-11-01 10:48:00,3220.8,3225.6,3206.8,3218.4
2018-11-01 10:49:00,3218.8,3226.6,3218.4,3223.4
2018-11-01 10:50:00,3225.0,3229.4,3223.2,3226.6
2018-11-01 10:51:00,3226.6,3226.6,3222.0,3222.0
2018-11-01 10:52:01,3221.6,3223.2,3217.2,3222.0
2018-11-01 10:53:00,3222.0,3223.4,3215.2,3216.2
2018-11-01 10:54:00,3215.0,3218.2,3215.0,3215.6
2018-11-01 10:55:00,3215.6,3216.4,3213.6,3214.4
2018-11-01 10:56:00,3215.4,3215.4,3207.2,3210.6
2018-11-01 10:57:00,3210.6,3211.6,3207.6,3209.6
2018-11-01 10:58:00,3209.6,3212.0,3208.6,3209.0
2018-11-01 10:59:00,3209.0,3210.8,3208.8,3210.0
2018-11-01 11:00:01,3210.0,3212.0,3209.4,3210.2
2018-11-01 11:01:00,3210.4,3211.2,3207.0,3208.2
